Date, Open, High, Low, Close
07/29/22, 19539.86, 19733.95, 19539.86, 19692.92
07/28/22, 19353.45, 19472.70, 19182.44, 19456.71
07/27/22, 19056.91, 19315.46, 19056.91, 19254.56
07/26/22, 19070.72, 19110.48, 18923.42, 18972.68
07/25/22, 19010.28, 19119.04, 18971.49, 19104.48
07/22/22, 19083.51, 19141.65, 18911.89, 18982.92
07/21/22, 18944.63, 19064.92, 18870.76, 19062.85
07/20/22, 18917.00, 19056.39, 18845.15, 19020.67
07/19/22, 18715.09, 18944.12, 18716.92, 18937.71
07/18/22, 18583.87, 18733.59, 18560.11, 18595.62
07/15/22, 18485.68, 18500.10, 18311.57, 18394.45
07/14/22, 18415.95, 18466.76, 18169.86, 18329.06
07/13/22, 18496.48, 18691.92, 18378.83, 18615.19
07/12/22, 18696.86, 18798.33, 18619.47, 18678.64
07/11/22, 18899.86, 18955.41, 18785.77, 18816.80
07/08/22, 19068.43, 19100.13, 18897.74, 19022.86
07/07/22, 18868.96, 19085.45, 18871.31, 19063.17
07/06/22, 18793.81, 18872.07, 18543.92, 18729.66
07/05/22, 18839.48, 18911.07, 18520.38, 18834.16
07/04/22, 18925.27, 19129.70, 18946.52, 19028.86
06/30/22, 18848.72, 18898.73, 18665.34, 18861.36
06/29/22, 19258.47, 19274.28, 19010.44, 19078.64
06/28/22, 19431.39, 19500.89, 19160.19, 19222.74
06/27/22, 19171.72, 19294.17, 19068.00, 19258.32
06/24/22, 18833.74, 19100.72, 18828.93, 19062.91
06/23/22, 19036.84, 19067.02, 18661.52, 18717.12
06/22/22, 18933.26, 19142.81, 18871.70, 19004.04
06/21/22, 19252.02, 19385.48, 19239.38, 19257.29
06/20/22, 18987.42, 19186.53, 18967.73, 19183.63
06/17/22, 19025.45, 19193.97, 18787.68, 18930.48
06/16/22, 19270.12, 19320.69, 18952.69, 19004.06
06/15/22, 19664.25, 19743.36, 19383.69, 19611.56
06/14/22, 19841.97, 19844.29, 19435.02, 19548.51
06/13/22, 19867.43, 19943.39, 19602.90, 19742.56
06/10/22, 20372.03, 20390.29, 20196.16, 20274.82
06/09/22, 20712.28, 20771.66, 20563.89, 20563.89
06/08/22, 20881.15, 20919.33, 20712.02, 20792.43
06/07/22, 20726.46, 20928.21, 20695.85, 20928.21
06/06/22, 20914.31, 20931.94, 20796.07, 20819.09
06/03/22, 20906.65, 20931.49, 20753.48, 20790.73
06/02/22, 20706.58, 21036.35, 20713.64, 21031.81
06/01/22, 20825.27, 20866.36, 20610.19, 20713.72
05/31/22, 20834.03, 20875.91, 20697.64, 20729.34
05/30/22, 20835.77, 20940.13, 20817.52, 20919.40
05/27/22, 20583.81, 20777.55, 20581.72, 20748.58
05/26/22, 20461.70, 20624.73, 20448.69, 20532.18
05/25/22, 20295.03, 20452.54, 20290.69, 20383.75
05/24/22, 20339.64, 20337.34, 20146.91, 20286.20
05/20/22, 20335.70, 20359.79, 19937.30, 20197.61
05/19/22, 19918.36, 20336.12, 19907.27, 20181.92
05/18/22, 20406.82, 20424.03, 20040.48, 20101.38
05/17/22, 20446.36, 20514.61, 20330.54, 20491.01
05/16/22, 20117.41, 20309.19, 20064.76, 20206.41
05/13/22, 19877.91, 20196.60, 19871.87, 20099.81
05/12/22, 19672.96, 19809.00, 19480.00, 19699.05
05/11/22, 19919.29, 20189.43, 19792.79, 19837.25
05/10/22, 20160.61, 20253.33, 19736.68, 19890.06
05/09/22, 20328.27, 20392.40, 19955.79, 19999.69
05/06/22, 20654.33, 20729.34, 20416.38, 20633.28
05/05/22, 21120.65, 21120.71, 20550.61, 20696.17
05/04/22, 20971.40, 21212.88, 20798.78, 21184.95
05/03/22, 20729.19, 21030.74, 20724.30, 20905.28
05/02/22, 20707.78, 20758.11, 20456.80, 20692.22
04/29/22, 21047.98, 21168.82, 20753.85, 20762.00
04/28/22, 20916.44, 21206.46, 20817.86, 21121.06
04/27/22, 20746.43, 20855.48, 20619.32, 20744.23
04/26/22, 21023.21, 21021.18, 20690.81, 20690.81
04/25/22, 20923.31, 21074.67, 20672.64, 21011.89
04/22/22, 21584.76, 21593.86, 21169.27, 21186.38
04/21/22, 22092.31, 22088.13, 21613.16, 21650.41
04/20/22, 22009.81, 22062.60, 21933.99, 21998.38
04/19/22, 21855.23, 22035.68, 21820.81, 22018.82
04/18/22, 21882.07, 21972.10, 21847.62, 21878.41
04/14/22, 21862.21, 21935.53, 21843.04, 21855.70
04/13/22, 21784.17, 21888.76, 21739.47, 21838.02
04/12/22, 21901.19, 21948.60, 21701.03, 21715.41
04/11/22, 21859.24, 21889.72, 21737.52, 21790.49
04/08/22, 21872.84, 21953.04, 21824.32, 21874.35
04/07/22, 21784.88, 21851.64, 21635.34, 21834.89
04/06/22, 21850.84, 21894.54, 21702.10, 21788.60
04/05/22, 22058.97, 22213.07, 21916.60, 21930.83
04/04/22, 21984.23, 22089.75, 21942.61, 22085.60
04/01/22, 21970.19, 22031.74, 21840.16, 21952.95
03/31/22, 22110.92, 22181.75, 21890.16, 21890.16
03/30/22, 22067.28, 22109.17, 22016.49, 22075.96
03/29/22, 21971.87, 22108.31, 21908.41, 22087.22
03/28/22, 21937.38, 21993.66, 21871.62, 21977.83
03/25/22, 21948.41, 22019.58, 21900.01, 22005.94
03/24/22, 22010.11, 22018.00, 21871.52, 21937.89
03/23/22, 22082.76, 22100.63, 21932.18, 21932.18
03/22/22, 22075.34, 22152.94, 22045.24, 22074.35
03/21/22, 21925.25, 22023.76, 21910.27, 22009.13
03/18/22, 21703.53, 21877.14, 21698.49, 21818.47
03/17/22, 21521.99, 21772.52, 21506.39, 21771.22
03/16/22, 21311.10, 21485.77, 21190.14, 21468.83
03/15/22, 21049.33, 21198.60, 20971.11, 21187.84
03/14/22, 21406.87, 21443.48, 21122.04, 21180.78
03/11/22, 21530.95, 21619.95, 21454.99, 21461.83
03/10/22, 21395.65, 21587.41, 21371.93, 21581.70
03/09/22, 21254.75, 21543.95, 21243.17, 21493.23
03/08/22, 21335.65, 21501.42, 21220.54, 21232.03
03/07/22, 21418.36, 21575.14, 21298.14, 21304.40
03/04/22, 21204.12, 21406.86, 21198.58, 21402.43
03/03/22, 21283.55, 21348.89, 21208.48, 21250.41
03/02/22, 21068.58, 21297.71, 21065.64, 21255.64
03/01/22, 21145.27, 21213.26, 20912.06, 21004.51
02/28/22, 20985.61, 21142.42, 20951.90, 21126.36
02/25/22, 20831.96, 21113.96, 20784.01, 21106.00
02/24/22, 20407.65, 20770.36, 20397.15, 20761.93
02/23/22, 20946.89, 20996.07, 20718.01, 20744.17
02/22/22, 20953.12, 21030.47, 20737.69, 20907.82
02/18/22, 21184.28, 21202.82, 21000.56, 21008.20
02/17/22, 21361.85, 21395.07, 21160.09, 21176.33
02/16/22, 21374.25, 21461.53, 21344.73, 21383.64
02/15/22, 21396.46, 21510.64, 21388.00, 21502.55
02/14/22, 21483.45, 21509.78, 21280.03, 21352.51
02/11/22, 21554.72, 21670.27, 21427.58, 21548.84
02/10/22, 21514.48, 21784.69, 21491.94, 21531.72
02/09/22, 21528.74, 21650.79, 21524.14, 21604.19
02/08/22, 21257.88, 21402.82, 21206.40, 21377.18
02/07/22, 21285.88, 21327.69, 21158.68, 21235.50
02/04/22, 21156.55, 21343.07, 21158.26, 21271.85
02/03/22, 21159.27, 21228.81, 21082.71, 21094.01
02/02/22, 21376.46, 21419.27, 21287.23, 21362.36
02/01/22, 21176.34, 21321.00, 21073.05, 21319.92
01/31/22, 20712.02, 21109.44, 20697.76, 21098.29
01/28/22, 20549.42, 20741.75, 20411.76, 20741.75
01/27/22, 20759.97, 20852.64, 20514.08, 20544.11
01/26/22, 20781.34, 20933.19, 20502.57, 20595.89
01/25/22, 20360.07, 20746.69, 20130.45, 20590.98
01/24/22, 20242.04, 20577.35, 19912.59, 20571.30
01/21/22, 20901.71, 20921.82, 20534.38, 20621.39
01/20/22, 21235.82, 21369.72, 21043.45, 21058.18
01/19/22, 21359.68, 21344.51, 21155.91, 21205.16
01/18/22, 21382.97, 21386.70, 21193.00, 21274.57
01/17/22, 21367.82, 21550.10, 21373.21, 21537.45
01/14/22, 21178.85, 21365.51, 21162.84, 21357.56
01/13/22, 21425.59, 21471.05, 21276.29, 21292.96
01/12/22, 21339.78, 21449.92, 21286.10, 21395.00
01/11/22, 21051.66, 21283.95, 21009.14, 21274.81
01/10/22, 21030.55, 21072.32, 20790.89, 21072.32
01/07/22, 21067.15, 21113.17, 20942.37, 21084.45
01/06/22, 21067.73, 21148.59, 20934.15, 21072.20
01/05/22, 21280.68, 21319.22, 21037.44, 21039.66
01/04/22, 21406.02, 21473.67, 21222.05, 21236.52
12/31/21, 21253.30, 21276.51, 21168.74, 21222.84
12/30/21, 21334.36, 21433.85, 21293.41, 21294.64
12/29/21, 21309.82, 21430.55, 21276.36, 21344.65
12/24/21, 21222.47, 21270.24, 21229.55, 21229.68
12/23/21, 21120.97, 21265.76, 21112.62, 21218.93
12/22/21, 20890.73, 21076.45, 20878.76, 21070.05
12/21/21, 20718.55, 20953.88, 20717.26, 20924.87
12/20/21, 20506.35, 20551.03, 20382.33, 20538.22
12/17/21, 20523.81, 20857.96, 20594.83, 20739.19
12/16/21, 20891.34, 20988.45, 20713.48, 20739.78
12/15/21, 20640.89, 20799.86, 20526.10, 20769.16
12/14/21, 20607.34, 20785.07, 20613.67, 20648.57
12/13/21, 20879.97, 20903.56, 20671.98, 20748.45
12/10/21, 21018.28, 21021.92, 20833.59, 20890.62
12/09/21, 20986.82, 21027.39, 20897.31, 20925.49
12/08/21, 21139.64, 21136.02, 21047.85, 21077.35
12/07/21, 21039.04, 21227.00, 21037.49, 21162.65
12/06/21, 20674.22, 20898.17, 20593.97, 20861.10
12/03/21, 20819.19, 20825.21, 20492.03, 20633.27
12/02/21, 20504.36, 20833.15, 20479.38, 20762.03
12/01/21, 20925.81, 21012.27, 20464.60, 20464.60
11/30/21, 21058.69, 21101.58, 20659.99, 20659.99
11/29/21, 21273.06, 21306.05, 21044.59, 21149.00
11/26/21, 21301.23, 21383.69, 21086.85, 21125.90
11/25/21, 21583.72, 21649.06, 21571.22, 21613.18
11/24/21, 21376.35, 21557.33, 21345.67, 21548.43
11/23/21, 21424.26, 21527.48, 21350.72, 21453.77
11/22/21, 21588.71, 21578.81, 21420.77, 21420.77
11/19/21, 21579.15, 21625.73, 21527.56, 21555.03
11/18/21, 21651.47, 21692.67, 21560.91, 21637.54
11/17/21, 21713.18, 21753.50, 21628.06, 21653.02
11/16/21, 21714.49, 21796.16, 21697.66, 21717.16
11/15/21, 21753.71, 21765.54, 21661.18, 21683.08
11/12/21, 21590.14, 21773.05, 21586.62, 21768.53
11/11/21, 21601.72, 21621.47, 21556.04, 21581.98
11/10/21, 21574.98, 21597.80, 21415.34, 21461.93
11/09/21, 21570.77, 21597.12, 21471.51, 21594.52
11/08/21, 21567.50, 21585.55, 21527.61, 21556.54
11/05/21, 21405.31, 21473.78, 21378.44, 21455.82
11/04/21, 21357.43, 21381.25, 21274.82, 21342.13
11/03/21, 21169.20, 21286.18, 21160.47, 21265.10
11/02/21, 21255.83, 21254.64, 21160.53, 21170.01
11/01/21, 21140.93, 21254.91, 21107.03, 21247.01
10/29/21, 21116.20, 21146.56, 21037.07, 21037.07
10/28/21, 20984.86, 21216.22, 20979.38, 21197.53
10/27/21, 21163.29, 21167.87, 20954.99, 20954.99
10/26/21, 21316.77, 21311.78, 21167.23, 21173.45
10/25/21, 21268.71, 21307.00, 21205.15, 21284.84
10/22/21, 21212.87, 21265.76, 21133.86, 21216.15
10/21/21, 21132.20, 21230.91, 21126.85, 21212.39
10/20/21, 21099.84, 21188.19, 21067.78, 21188.19
10/19/21, 21055.41, 21087.55, 21019.29, 21086.99
10/18/21, 20900.28, 20985.37, 20853.29, 20985.37
10/15/21, 20883.67, 20969.36, 20855.46, 20928.10
10/14/21, 20744.48, 20840.33, 20735.44, 20819.94
10/13/21, 20470.80, 20621.13, 20427.38, 20618.47
10/12/21, 20414.69, 20478.51, 20375.76, 20437.12
10/08/21, 20469.47, 20510.74, 20416.31, 20416.31
10/07/21, 20289.24, 20470.26, 20291.83, 20416.21
10/06/21, 20058.54, 20196.36, 20014.27, 20191.66
10/05/21, 20104.69, 20220.74, 20062.36, 20183.43
10/04/21, 20089.91, 20162.92, 19968.48, 20052.25
10/01/21, 20112.52, 20201.93, 19954.82, 20150.87
09/30/21, 20184.18, 20243.53, 20057.99, 20070.25
09/29/21, 20223.85, 20275.34, 20154.53, 20158.14
09/28/21, 20373.32, 20379.48, 20128.06, 20174.14
09/27/21, 20437.06, 20503.83, 20428.19, 20463.42
09/24/21, 20408.35, 20438.05, 20384.20, 20402.66
09/23/21, 20421.17, 20514.94, 20407.83, 20461.93
09/22/21, 20369.45, 20479.70, 20372.55, 20401.49
09/21/21, 20273.66, 20344.73, 20204.61, 20244.29
09/20/21, 20240.25, 20285.61, 19982.19, 20154.54
09/17/21, 20457.75, 20557.53, 20448.96, 20490.36
09/16/21, 20665.93, 20663.42, 20555.11, 20602.10
09/15/21, 20592.51, 20717.19, 20569.20, 20693.79
09/14/21, 20667.71, 20679.63, 20539.23, 20553.25
09/13/21, 20721.58, 20759.38, 20628.75, 20666.41
09/10/21, 20764.44, 20759.16, 20631.85, 20633.06
09/09/21, 20726.20, 20785.57, 20675.47, 20705.27
09/08/21, 20803.29, 20863.20, 20730.69, 20741.79
09/07/21, 20849.71, 20897.57, 20801.08, 20806.63
09/03/21, 20817.47, 20845.58, 20782.53, 20821.43
09/02/21, 20724.62, 20818.42, 20726.69, 20795.12
09/01/21, 20582.42, 20723.91, 20604.76, 20689.58
08/31/21, 20610.84, 20703.89, 20570.22, 20582.94
08/30/21, 20660.92, 20660.31, 20555.24, 20594.97
08/27/21, 20534.66, 20662.94, 20540.16, 20644.64
08/26/21, 20577.32, 20591.39, 20497.06, 20504.15
08/25/21, 20569.53, 20612.41, 20540.45, 20587.32
08/24/21, 20518.52, 20576.66, 20484.23, 20547.76
08/23/21, 20418.30, 20479.27, 20386.51, 20477.26
08/20/21, 20224.10, 20347.55, 20209.45, 20339.02
08/19/21, 20190.61, 20245.96, 20109.37, 20215.36
08/18/21, 20350.00, 20386.72, 20294.38, 20302.11
08/17/21, 20419.10, 20437.56, 20273.69, 20363.59
08/16/21, 20460.47, 20492.45, 20417.91, 20483.42
08/13/21, 20561.18, 20567.11, 20501.59, 20518.07
08/12/21, 20550.94, 20549.12, 20417.65, 20520.60
08/11/21, 20529.13, 20565.37, 20487.91, 20554.01
08/10/21, 20456.91, 20541.44, 20457.96, 20495.74
08/09/21, 20401.60, 20446.37, 20370.21, 20437.42
08/06/21, 20385.46, 20506.16, 20391.68, 20475.42
08/05/21, 20366.82, 20422.48, 20349.76, 20375.48
08/04/21, 20350.77, 20434.01, 20328.55, 20329.73
08/03/21, 20318.75, 20385.43, 20261.54, 20365.85
07/30/21, 20235.98, 20300.71, 20208.19, 20287.80
07/29/21, 20282.25, 20363.04, 20273.67, 20311.78
07/28/21, 20210.18, 20250.05, 20153.69, 20230.40
07/27/21, 20154.25, 20175.56, 20081.44, 20173.35
07/26/21, 20199.75, 20216.81, 20121.75, 20164.96
07/23/21, 20155.21, 20203.57, 20146.59, 20188.43
07/22/21, 20099.25, 20117.33, 20040.17, 20097.52
07/21/21, 20005.83, 20144.57, 20012.69, 20110.05
07/20/21, 19767.78, 19983.86, 19714.67, 19942.71
07/19/21, 19795.34, 19821.40, 19605.94, 19726.45
07/16/21, 20206.33, 20206.82, 19976.01, 19985.54
07/15/21, 20127.53, 20214.64, 20092.93, 20183.72
07/14/21, 20300.10, 20316.29, 20130.58, 20147.24
07/13/21, 20273.34, 20316.84, 20250.82, 20270.65
07/12/21, 20251.21, 20283.06, 20226.53, 20233.08
07/09/21, 20137.01, 20265.21, 20132.91, 20257.95
07/08/21, 20099.60, 20117.63, 19980.32, 20061.21
07/07/21, 20316.14, 20381.70, 20234.22, 20290.60
07/06/21, 20308.68, 20307.43, 20174.99, 20300.03
07/05/21, 20244.17, 20291.31, 20202.74, 20281.46
07/02/21, 20272.07, 20338.45, 20185.36, 20226.11
06/30/21, 20155.90, 20182.54, 20093.83, 20165.58
06/29/21, 20164.84, 20214.35, 20147.96, 20171.02
06/28/21, 20275.06, 20273.61, 20113.50, 20145.25
06/25/21, 20226.44, 20240.23, 20146.40, 20230.26
06/24/21, 20245.26, 20257.83, 20176.40, 20215.12
06/23/21, 20234.79, 20226.26, 20154.60, 20164.39
06/22/21, 20195.13, 20244.20, 20110.08, 20200.65
06/21/21, 20078.26, 20222.55, 20013.93, 20156.36
06/18/21, 20029.57, 20122.97, 19978.25, 19999.59
06/17/21, 20198.29, 20246.62, 20083.75, 20144.04
06/16/21, 20230.55, 20295.18, 20194.71, 20230.96
06/15/21, 20205.56, 20269.90, 20198.42, 20231.32
06/14/21, 20112.84, 20163.49, 20102.26, 20157.65
06/11/21, 20101.09, 20155.92, 20075.42, 20138.35
06/10/21, 20073.02, 20081.06, 19969.70, 20049.47
06/09/21, 20050.76, 20047.11, 19960.94, 20002.27
06/08/21, 20053.04, 20106.20, 20006.76, 20065.92
06/07/21, 20065.13, 20067.19, 19994.55, 20035.30
06/04/21, 20023.33, 20050.36, 19973.24, 20029.19
06/03/21, 19935.98, 20011.05, 19906.84, 19941.39
06/02/21, 20051.82, 20043.08, 19940.37, 19971.15
06/01/21, 19915.10, 20022.13, 19909.08, 19976.01
05/31/21, 19914.01, 19909.58, 19705.81, 19730.99
05/28/21, 19874.87, 19904.79, 19841.04, 19852.18
05/27/21, 19770.96, 19835.27, 19752.47, 19774.41
05/26/21, 19649.22, 19763.67, 19634.58, 19745.47
05/25/21, 19650.16, 19679.86, 19553.78, 19564.12
05/21/21, 19614.78, 19614.78, 19507.75, 19527.30
05/20/21, 19441.50, 19582.36, 19420.59, 19542.95
05/19/21, 19297.13, 19440.45, 19224.23, 19417.03
05/18/21, 19484.14, 19556.89, 19414.11, 19507.05
05/17/21, 19345.29, 19475.54, 19320.12, 19474.65
05/14/21, 19207.47, 19393.28, 19202.73, 19366.69
05/13/21, 19105.94, 19209.96, 19063.95, 19135.81
05/12/21, 19208.88, 19259.01, 19067.70, 19107.77
05/11/21, 19135.07, 19295.61, 19090.28, 19274.04
05/10/21, 19510.98, 19543.88, 19361.88, 19361.88
05/07/21, 19317.90, 19491.51, 19317.27, 19472.74
05/06/21, 19319.21, 19320.30, 19181.87, 19290.98
05/05/21, 19255.86, 19340.26, 19219.07, 19310.74
05/04/21, 19216.73, 19231.23, 19052.41, 19188.03
05/03/21, 19225.40, 19276.09, 19193.56, 19213.16
04/30/21, 19176.60, 19227.37, 19084.96, 19108.33
04/29/21, 19435.28, 19439.82, 19221.70, 19255.92
04/28/21, 19244.25, 19403.54, 19217.59, 19356.95
04/27/21, 19207.97, 19241.61, 19123.41, 19175.09
04/26/21, 19106.78, 19186.75, 19104.90, 19170.56
04/23/21, 19054.46, 19126.13, 19033.54, 19102.33
04/22/21, 19150.39, 19148.37, 18988.68, 19031.64
04/21/21, 19019.48, 19152.82, 19022.88, 19143.25
04/20/21, 19100.53, 19119.74, 18967.09, 19040.78
04/19/21, 19340.53, 19364.63, 19180.01, 19204.42
04/16/21, 19386.99, 19380.68, 19293.78, 19351.32
04/15/21, 19259.20, 19337.17, 19249.74, 19321.92
04/14/21, 19262.57, 19312.30, 19163.37, 19171.66
04/13/21, 19229.40, 19256.37, 19182.04, 19203.70
04/12/21, 19214.75, 19252.77, 19161.73, 19201.28
04/09/21, 19189.99, 19228.03, 19157.26, 19228.03
04/08/21, 19152.31, 19228.87, 19089.12, 19228.87
04/07/21, 19128.88, 19177.96, 19099.15, 19129.07
04/06/21, 19095.92, 19153.00, 19058.86, 19104.14
04/05/21, 19069.50, 19082.65, 19017.25, 19026.79
04/01/21, 18799.85, 18993.81, 18772.73, 18990.32
03/31/21, 18733.32, 18786.81, 18687.85, 18700.67
03/30/21, 18637.09, 18733.70, 18606.57, 18705.56
03/29/21, 18706.32, 18760.01, 18613.94, 18719.22
03/26/21, 18675.41, 18758.57, 18591.24, 18752.58
03/25/21, 18548.71, 18674.62, 18460.60, 18651.10
03/24/21, 18746.71, 18789.83, 18626.39, 18628.29
03/23/21, 18786.82, 18824.72, 18642.52, 18669.80
03/22/21, 18811.43, 18852.36, 18772.57, 18815.13
03/19/21, 18828.46, 18883.68, 18721.74, 18854.00
03/18/21, 18926.15, 18989.62, 18813.31, 18836.47
03/17/21, 18852.75, 19037.13, 18820.91, 18983.10
03/16/21, 18980.54, 18974.19, 18854.65, 18874.01
03/15/21, 18914.35, 18964.29, 18808.51, 18954.75
03/12/21, 18780.48, 18853.19, 18725.64, 18851.32
03/11/21, 18821.37, 18881.17, 18778.80, 18844.57
03/10/21, 18703.17, 18761.90, 18602.60, 18690.00
03/09/21, 18572.35, 18711.64, 18556.27, 18599.19
03/08/21, 18407.57, 18595.72, 18353.35, 18457.78
03/05/21, 18253.42, 18406.45, 17998.32, 18380.96
03/04/21, 18272.91, 18354.49, 17950.75, 18125.72
03/03/21, 18419.97, 18437.30, 18248.31, 18320.67
03/02/21, 18341.64, 18454.37, 18292.25, 18421.60
03/01/21, 18265.32, 18363.22, 18232.77, 18299.62
02/26/21, 18200.56, 18219.56, 17929.99, 18060.26
02/25/21, 18463.47, 18526.07, 18147.13, 18223.54
02/24/21, 18348.40, 18548.87, 18241.87, 18484.53
02/23/21, 18291.71, 18375.09, 18021.88, 18330.09
02/22/21, 18339.25, 18467.33, 18336.20, 18416.74
02/19/21, 18317.46, 18393.10, 18271.44, 18384.27
02/18/21, 18306.60, 18351.14, 18207.20, 18274.07
02/17/21, 18332.37, 18391.27, 18254.30, 18374.78
02/16/21, 18550.74, 18579.68, 18452.51, 18492.72
02/12/21, 18381.92, 18460.79, 18335.83, 18460.21
02/11/21, 18476.77, 18481.07, 18325.50, 18392.99
02/10/21, 18494.12, 18527.88, 18302.06, 18457.78
02/09/21, 18367.93, 18421.01, 18334.52, 18408.62
02/08/21, 18248.15, 18333.83, 18236.43, 18330.26
02/05/21, 18125.25, 18159.20, 18070.69, 18135.90
02/04/21, 17963.11, 18072.17, 17929.66, 18041.97
02/03/21, 17905.14, 17924.73, 17822.24, 17915.91
02/02/21, 17756.92, 17895.27, 17752.91, 17874.49
02/01/21, 17561.14, 17716.06, 17487.72, 17692.45
01/29/21, 17620.08, 17615.78, 17297.75, 17337.02
01/28/21, 17563.24, 17711.89, 17537.12, 17657.20
01/27/21, 17676.87, 17688.17, 17412.20, 17424.43
01/26/21, 17940.32, 17945.01, 17774.38, 17779.41
01/25/21, 17863.84, 17931.05, 17735.92, 17906.02
01/22/21, 17796.46, 17869.91, 17790.23, 17845.91
01/21/21, 18022.38, 18018.30, 17870.25, 17916.20
01/20/21, 18022.20, 18027.52, 17911.50, 18014.91
01/19/21, 17994.07, 18023.29, 17916.79, 17957.37
01/18/21, 17881.08, 17967.70, 17889.41, 17944.88
01/15/21, 17960.35, 17972.73, 17808.86, 17909.03
01/14/21, 17975.54, 18025.30, 17948.25, 17958.09
01/13/21, 18008.73, 18009.98, 17897.17, 17934.74
01/12/21, 17979.69, 18009.33, 17894.11, 17985.80
01/11/21, 17924.12, 18027.20, 17927.20, 17934.45
01/08/21, 18057.61, 18058.61, 17935.61, 18042.07
01/07/21, 17953.85, 18051.75, 17912.83, 18027.57
01/06/21, 17726.74, 17924.52, 17721.61, 17828.11
01/05/21, 17543.02, 17694.40, 17543.98, 17682.51
01/04/21, 17591.45, 17593.81, 17405.43, 17527.77
12/31/20, 17520.71, 17556.54, 17428.66, 17433.36
12/30/20, 17570.17, 17623.11, 17534.08, 17545.81
12/29/20, 17611.65, 17661.17, 17512.22, 17543.43
12/24/20, 17595.89, 17641.69, 17568.49, 17623.88
12/23/20, 17589.97, 17652.67, 17583.60, 17593.57
12/22/20, 17537.47, 17572.91, 17478.36, 17552.46
